step,cmacd-v2-relabel-run1-train/loss_step
1900,0.2875470399856567
1910,0.29510114192962644
1920,0.32502849102020265
1930,0.3010674476623535
1940,0.3025395154953003
1950,0.33737380504608155
1960,0.32036402225494387
1970,0.30605814456939695
1980,0.3272287607192993
1990,0.31196587085723876
2000,0.3097703218460083
2010,0.3021453142166138
2020,0.3045600414276123
2030,0.3024010181427002
2040,0.2963085651397705
2050,0.3275360822677612
2060,0.28801066875457765
2070,0.27648727893829345
2080,0.2854778289794922
2090,0.3139809131622314
2100,0.3044860363006592
2110,0.31470086574554446
2120,0.2928452014923096
2130,0.31444711685180665
2140,0.3009136438369751
2150,0.27640540599823
2160,0.2933439493179321
2170,0.3044832468032837
2180,0.3164974212646484
2190,0.30720665454864504
2200,0.29234023094177247
2210,0.31214916706085205
2220,0.30645089149475097
2230,0.2978503227233887
2240,0.29816465377807616
2250,0.2760890245437622
2260,0.27773799896240237
2270,0.2705310583114624
2280,0.26291213035583494
2290,0.2847564935684204
2300,0.28063764572143557
2310,0.27112641334533694
2320,0.28040008544921874
2330,0.2743719816207886
2340,0.3024550437927246
2350,0.2578385353088379
2360,0.25803518295288086
2370,0.2955884218215942
2380,0.26237380504608154
2390,0.2866435289382935
2400,0.2797039747238159
2410,0.28760857582092286
2420,0.2925021886825562
2430,0.26693770885467527
2440,0.2642199039459229
2450,0.2651724100112915
2460,0.24904813766479492
2470,0.2730344295501709
2480,0.2515110492706299
2490,0.27549099922180176
2500,0.26865012645721437
2510,0.2856065988540649
2520,0.2712414026260376
2530,0.26456255912780763
2540,0.26200098991394044
2550,0.2939016342163086
2560,0.28160247802734373
2570,0.26381943225860593
2580,0.28852314949035646
2590,0.27724123001098633
2600,0.2774474859237671
2610,0.2770822286605835
2620,0.28026111125946046
2630,0.2612103223800659
2640,0.2892102479934692
2650,0.27073214054107664
2660,0.2853752851486206
2670,0.27057268619537356
2680,0.2618394374847412
2690,0.26051170825958253
2700,0.2730103492736816
2710,0.2755249261856079
2720,0.27132439613342285
2730,0.2736056804656982
2740,0.2760667324066162
2750,0.2762413740158081
2760,0.2743687152862549
2770,0.2882316827774048
2780,0.2641280174255371
2790,0.26208579540252686
2800,0.27514407634735105
2810,0.25829291343688965
2820,0.2903451442718506
2830,0.2800785541534424
2840,0.2710796117782593
2850,0.27925543785095214
2860,0.2811169385910034
2870,0.25827250480651853
2880,0.26874918937683107
2890,0.2771408796310425
2900,0.2542752981185913
2910,0.2703296899795532
2920,0.26149659156799315
2930,0.29259016513824465
2940,0.2738125085830688
2950,0.2548004388809204
2960,0.261652398109436
2970,0.2932547092437744
2980,0.2859658718109131
2990,0.2635829925537109
3000,0.2610458850860596
3010,0.26353015899658205
3020,0.2649024486541748
3030,0.2566469669342041
3040,0.25616865158081054
3050,0.27347941398620607
3060,0.266926908493042
3070,0.26376478672027587
3080,0.29347732067108157
3090,0.284323525428772
3100,0.26709959506988523
3110,0.24344897270202637
3120,0.27200727462768554
3130,0.2543304204940796
3140,0.25902652740478516
3150,0.2807192087173462
3160,0.29295828342437746
3170,0.26460587978363037
3180,0.25500950813293455
3190,0.26342823505401614
3200,0.2645652532577515
3210,0.28282573223114016
3220,0.26102185249328613
3230,0.26088547706604004
3240,0.25775766372680664
3250,0.28042969703674314
3260,0.2614548683166504
3270,0.27182507514953613
3280,0.2623215436935425
3290,0.2698284864425659
3300,0.2517653465270996
3310,0.26630868911743166
3320,0.27807738780975344
3330,0.2702564477920532
3340,0.26282391548156736
3350,0.25562660694122313
3360,0.2948467254638672
3370,0.264242148399353
3380,0.2761147260665894
3390,0.2646467924118042
3400,0.27576508522033694
3410,0.2650212526321411
3420,0.2501685619354248
3430,0.2578238010406494
3440,0.27482531070709226
3450,0.25737619400024414
3460,0.26096467971801757
3470,0.26114521026611326
3480,0.26567635536193845
3490,0.2507061243057251
3500,0.26324574947357177
3510,0.269681715965271
3520,0.2819477319717407
3530,0.2460245132446289
3540,0.2587141990661621
3550,0.26603193283081056
3560,0.2752039670944214
3570,0.24212164878845216
3580,0.2594632863998413
3590,0.2590873956680298
3600,0.2546174764633179
3610,0.2765845775604248
3620,0.24160072803497315
3630,0.27374720573425293
3640,0.24794526100158693
3650,0.2633271455764771
3660,0.25101704597473146
3670,0.28663134574890137
3680,0.27338509559631347
3690,0.2508710384368896
3700,0.24988942146301268
3710,0.2746309757232666
3720,0.26956284046173096
3730,0.2794119596481323
3740,0.250284743309021
3750,0.2701420307159424
3760,0.2657804250717163
3770,0.2725877046585083
3780,0.28123106956481936
3790,0.2683237552642822
3800,0.2645590305328369
3810,0.25795488357543944
3820,0.2589841842651367
3830,0.24290506839752196
3840,0.2568594694137573
3850,0.25351154804229736
3860,0.24663162231445312
3870,0.24021077156066897
3880,0.23538517951965332
3890,0.2681368589401245
3900,0.2671186447143555
3910,0.2644221067428589
3920,0.24886486530303956
3930,0.28664796352386473
3940,0.2760686159133911
3950,0.25317039489746096
3960,0.25330100059509275
3970,0.2609755516052246
3980,0.24496078491210935
3990,0.2658360958099365
4000,0.2706728458404541
4010,0.24943795204162597
4020,0.27441718578338625
4030,0.24934401512145996
4040,0.2506875514984131
4050,0.27041876316070557
4060,0.2654787302017212
4070,0.2615862607955933
4080,0.26039600372314453
4090,0.2423787832260132
4100,0.2584171533584595
4110,0.26866610050201417
4120,0.28684704303741454
4130,0.24693734645843507
4140,0.26411559581756594
4150,0.2707682609558105
4160,0.2580000400543213
4170,0.2586458921432495
4180,0.2666330099105835
4190,0.2561016082763672
4200,0.2545259952545166
4210,0.2593961477279663
4220,0.285695743560791
4230,0.27651565074920653
4240,0.2670119285583496
4250,0.2812587022781372
4260,0.2468862533569336
4270,0.26082918643951414
4280,0.27435455322265623
4290,0.25930061340332033
4300,0.26358277797698976
4310,0.25591933727264404
4320,0.2653369903564453
4330,0.26556687355041503
4340,0.2388785362243652
4350,0.26265649795532225
4360,0.27769014835357664
4370,0.2604991436004639
4380,0.2658305406570435
4390,0.256706976890564
4400,0.25312931537628175
4410,0.25631821155548096
4420,0.2636802911758423
4430,0.270170259475708
4440,0.2664459466934204
4450,0.24903595447540283
4460,0.2588648796081543
4470,0.25340585708618163
4480,0.2310220003128052
4490,0.2425382137298584
4500,0.20937752723693848
4510,0.23342726230621336
4520,0.24643781185150143
4530,0.23626298904418944
4540,0.2269923448562622
4550,0.2243502378463745
4560,0.2561922311782837
4570,0.2053706407546997
4580,0.22700486183166504
4590,0.24293525218963624
4600,0.2297910451889038
4610,0.2338017702102661
4620,0.23627793788909912
4630,0.23350157737731933
4640,0.21874608993530273
4650,0.21228721141815185
4660,0.23765621185302735
4670,0.21748735904693603
4680,0.21040029525756837
4690,0.22064554691314697
4700,0.20219175815582272
4710,0.237432074546814
4720,0.2235136985778809
4730,0.22294938564300537
4740,0.21814305782318116
4750,0.21774697303771973
4760,0.21923959255218503
4770,0.22270677089691163
4780,0.23445987701416016
4790,0.2385100841522217
4800,0.23705685138702393
4810,0.24460930824279783
4820,0.22747936248779296
4830,0.22072227001190187
4840,0.21923272609710692
4850,0.2313220500946045
4860,0.23386738300323487
4870,0.2552588939666748
4880,0.21845037937164308
4890,0.22783317565917968
4900,0.20699005126953124
4910,0.22846362590789795
4920,0.22565464973449703
4930,0.2258345365524292
4940,0.2380586624145508
4950,0.22342557907104493
4960,0.2322044849395752
4970,0.2261878728866577
4980,0.22549550533294677
4990,0.2323618173599243
5000,0.22809648513793945
5010,0.23768994808197025
5020,0.21503214836120604
5030,0.212186598777771
5040,0.2564807176589966
5050,0.2446967840194702
5060,0.21064510345458984
5070,0.2149801731109619
5080,0.2290351629257202
5090,0.21701321601867676
5100,0.23760292530059815
5110,0.2140974760055542
5120,0.2126086473464966
5130,0.22330021858215332
5140,0.2241117715835571
5150,0.2387063980102539
5160,0.2379148483276367
5170,0.237624454498291
5180,0.22109322547912597
5190,0.22794885635375975
5200,0.22427196502685548
5210,0.22686843872070311
5220,0.2371540546417236
5230,0.22273857593536375
5240,0.2343055248260498
5250,0.22708206176757811
5260,0.23527278900146484
5270,0.23031120300292968
5280,0.2347487211227417
5290,0.23425066471099856
5300,0.2133373975753784
5310,0.23674745559692384
5320,0.23057177066802975
5330,0.2389955282211304
5340,0.23104195594787597
5350,0.2264719247817993
5360,0.22076334953308105
5370,0.24050679206848144
5380,0.24394667148590088
5390,0.2361135721206665
5400,0.24011220932006835
5410,0.2319958209991455
5420,0.22523727416992187
5430,0.2510349988937378
5440,0.23405005931854247
5450,0.22659108638763428
5460,0.22942790985107425
5470,0.23108325004577637
5480,0.21190667152404785
5490,0.23604607582092285
5500,0.24358007907867432
5510,0.23680195808410645
5520,0.2285154342651367
5530,0.20521910190582277
5540,0.22471811771392824
5550,0.21399877071380616
5560,0.23414721488952636
5570,0.21631853580474852
5580,0.22708704471588137
5590,0.24632174968719484
5600,0.22977724075317385
5610,0.23585073947906493
5620,0.2497509241104126
5630,0.221282696723938
5640,0.25433955192565916
5650,0.2312498807907105
5660,0.22568023204803467
5670,0.21662039756774903
5680,0.23219494819641112
5690,0.24109315872192383
5700,0.2427945613861084
5710,0.22916216850280763
5720,0.24038941860198976
5730,0.23105454444885257
5740,0.22039573192596432
5750,0.22046825885772703
5760,0.23752596378326415
5770,0.23673419952392577
5780,0.20908763408660888
5790,0.21630971431732177
5800,0.2350548267364502
5810,0.23469891548156735
5820,0.22158756256103515
5830,0.22500038146972656
5840,0.22083592414855957
5850,0.21031320095062256
5860,0.23042893409729004
5870,0.22985951900482177
5880,0.2336946725845337
5890,0.23424439430236815
5900,0.21390116214752197
5910,0.21799736022949215
5920,0.23990216255187988
5930,0.22939999103546144
5940,0.22475676536560055
5950,0.2183262586593628
5960,0.22735154628753665
5970,0.22969462871551513
5980,0.2161210298538208
5990,0.23904073238372803
6000,0.23492496013641356
6010,0.22219088077545163
6020,0.23265612125396729
6030,0.22222764492034913
6040,0.2447736978530884
6050,0.22058913707733155
6060,0.2159210205078125
6070,0.21537179946899415
6080,0.22297160625457765
6090,0.22663111686706544
6100,0.23817474842071537
6110,0.24123187065124513
6120,0.23697273731231688
6130,0.2529104948043823
6140,0.20856592655181885
6150,0.23303556442260745
6160,0.2290565729141235
6170,0.22637951374053955
6180,0.2223024845123291
6190,0.22419908046722412
6200,0.2192464590072632
6210,0.2227787733078003
6220,0.23217415809631348
6230,0.23018920421600345
6240,0.22927343845367432
6250,0.2543630599975586
6260,0.24583780765533447
6270,0.22283487319946288
6280,0.23045592308044432
6290,0.24500482082366945
6300,0.23681752681732177
6310,0.2272711992263794
6320,0.22755041122436523
6330,0.2149662494659424
6340,0.226786208152771
6350,0.25267045497894286
6360,0.23534727096557617
6370,0.22590031623840331
6380,0.21799712181091307
6390,0.22190916538238523
6400,0.22471129894256592
6410,0.20689876079559327
6420,0.23991360664367675
6430,0.2261512756347656
6440,0.2118236541748047
6450,0.20517313480377197
6460,0.21168406009674073
6470,0.2229970932006836
6480,0.24429714679718015
6490,0.23119428157806396
6500,0.22257702350616457
6510,0.2364839553833008
6520,0.22064242362976075
6530,0.23227598667144775
6540,0.2197256088256836
6550,0.22348289489746093
6560,0.22582664489746093
6570,0.2167193651199341
6580,0.2321593761444092
6590,0.24047939777374264
6600,0.21567692756652831
6610,0.2158409833908081
6620,0.24320533275604247
6630,0.21919643878936768
6640,0.22942092418670657
6650,0.21053640842437743
6660,0.24368841648101808
6670,0.22777211666107175
6680,0.23514184951782227
6690,0.23166999816894532
